Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
Q14566	MCM6_HUMAN	MCM6	DNA replication licensing factor MCM6	12	12		28439.6		46094.5	54127.1	29218.4	140425	47678.4	78977.7	53630.7				57480.4	40195.1	73190.2		39662.9	53104.1	42877.7	71784.8	47793	41636.8	52234.7	64933.6	90631.2	80575.3	34345.1	54898.1	54540.5				39774.9	34882.5		33946.2	27367	36051.4	46032.3	20013.7		36591	56423	64443.9
Q14587	ZN268_HUMAN	ZNF268	Zinc finger protein 268	2	2				20987.3					26250.8	19983.4				21940.4	17923.6				26998.8	30561.6				25437.6	22498.7				21650.4	17332.7				52379.6					21829.7	27896.3				37487.6	19891.4
Q14669	TRIPC_HUMAN	TRIP12	E3 ubiquitin-protein ligase TRIP12	32	32	31948.2	98854.8	47807.5	394145	331846	46982.8	60258.7	54749.4	411847	327016		162200		329896	432836	22308.4	159352	44617.2	291008	406380	20271.8	132348	31892.8	312970	320051	25987.6	51873.8	25440.3	296086	287026	46647.4	131449	41570.6	409920	312110	60628.1	94862.5	29596.6	391151	301104	24355.3	75387.6	40098.7	362059	271819
Q14671	PUM1_HUMAN	PUM1	Pumilio homolog 1	5	4	17789.7	8040.42	14007.7	8437.73	10676.3	12208	6463.88		13563.7	11361.3	15010.6	13688.8		9322.16	14185.6	11215		27055.3	10393.7	13256.8	5602.13	21856.5	25099	13438.6	12553.5	14100.5		24551.5	18462.1	17646.5	22320.4		11276.8	10651.4	12690.9		11131.6	26549.8	11700.7		17969.3	22345.7	19069.5	14032.7	18526.8
Q14676	MDC1_HUMAN	MDC1	Mediator of DNA damage checkpoint protein 1	28	28	43319.2	96639.1		256288	572759	60611	29552.5		424002	531162				302099	574704	82525.8	123990		343791	589514	66335	108647		408351	506058	51818.5	57170.7		368047	502021	91020.7			341213	505836				395083	553207		130583		379931	427237
Q14677	EPN4_HUMAN	CLINT1	Clathrin interactor 1	6	6	7274.81	8802.26	16872.8	9432.25	13946.6	17711.2	9593.39	30623.9	15204.6	24679.6			54895.8	10064.7	15060.2	15408.1		65499.2	25513.9	16934.1	12946.1	37755.9	67001.3	28449	23950.7	14684.9		50929.4	31487.9	26794.7	22340.4		32346.6		15598.7	30045.4		40291.5	11666.7	19649.4	29173.4		37263.3	16055.4	29498.5
Q14678	KANK1_HUMAN	KANK1	KN motif and ankyrin repeat domain-containing protein 1	1	1																		7768.29					8330.05							4041.51															
Q14683	SMC1A_HUMAN	SMC1A	Structural maintenance of chromosomes protein 1A	12	12				48967.7	37691	20456.4	42356.3		46424.7	41610.6				35365.9	34521.2	45066.6		25041.2	42325.9	45472.7	55366	41414.2	26310	41498.8	35971.1	59641.3	71294.2	27212.2	49688.9	44307.9				35058.1	36882.3			21005.2	54447.6				20475.2	44037.9	42868
Q14684	RRP1B_HUMAN	RRP1B	Ribosomal RNA processing protein 1 homolog B	10	10		40608.7		63297.1	33284.9	18076.3	38274.2		64425.3	33513.9		64139		39291.1	32818.4	11653.3	63452.5	12350.2	50591.4	45007.6	15339.3	56337.7		45798.8	25125.6		63673.1		61943	36226.4		53254.5		51778.3	31918.7		51429.3		36981.4	17786.8		69289.4		65688.5	29094.1
Q14686	NCOA6_HUMAN	NCOA6	Nuclear receptor coactivator 6	7	7				9130.07	9815.11				13964.5	9663.84				4552.78		9645.41			7997.65	7114.87	21643.7			6684.69	9467.61				9046.29	7291.65													16074.7	14788.9	10718
Q14687	GSE1_HUMAN	GSE1	Genetic suppressor element 1	7	7				32383	44896.8				50082.9	62556.1				36798.4	53184.2				47742.4	53305.4				54126.3	55263				44331.6	52894.3				41700.4	24439.1				35933	45016.9				48337.8	51496.6
Q14690	RRP5_HUMAN	PDCD11	Protein RRP5 homolog	11	11				25659.6	16665.3				19302.8	15774.8				24284.4	10631.9	11439.8			21623.8	21123.1	9401.83	18213.2		21483.3	17151	11136.3	12305.4	8118.28	17549.2	19097					14081.4				15120.7	14061.5	9310.12			13216.5	12835.3
Q14692	BMS1_HUMAN	BMS1	Ribosome biogenesis protein BMS1 homolog	11	11		66920.9		85763.3	63600.7		34551		98241	51950.5		109562		77933.9	48499.3		121853		117663	85280		174647		111313	58244.6		46416.3	14421.8	104815	56802.9		112088		86661.6	50503		91865.4		92733.8	35657.2		93034.3		132707	47603.2
Q14694	UBP10_HUMAN	USP10	Ubiquitin carboxyl-terminal hydrolase 10	5	5	26470.7	16857.7	33198	41604.1	49241.8	40201.5	50291.9	72105.5	39918.2	42581.1	37047.6	28827.6		41227.6	36926.2	25583.4	27981.1	65827.3	40200	45540.9	22330.7	42296.5	68405	47798.2	50240.9	22373.7	21511	59890.2	47802.1	51957.3	50830.6		63516.7	31187	24358.2	29762.6	20204.5	60087	38427	32775.8	37035		29883	38657.8	45498.1
Q14697	GANAB_HUMAN	GANAB	Neutral alpha-glucosidase AB	6	6	17689.7	19970.4	32779.5	32846.2	15258.8	22177.1	48008.1		22178.1	14019.9		19482.6		18217.3	21927.2	33770.1		14265.9	13104.5	14254.4	37092.2	11989.8	26903.2	20921	18141.7	64455.3	57290.6	17050.5	17258.7	16236.5	63257.1		37647.2	60884.5	40243.2		40494.6	24380.8	29029.2	69507.7	19282.1	48430.1	44398.7	10046.3	21076.7
Q14739	LBR_HUMAN	LBR	Delta(14)-sterol reductase LBR	2	2		13202.5		62037.6	68207.4	18169.1	15865.4		78621.1	48586		19778.2		47871.7	56215.7		14954.7	12168.8	60720.5	54380.7	8758.79	38498.9		44586.5	47986.1	12695.8	10809	18437.7	47165.9	42391.5		9458.57		54446.4	32359.3		10435.3		57889.5	61767.5	18032.8	6471.03		63310.3	49498.7
Q14781	CBX2_HUMAN	CBX2	Chromobox protein homolog 2	4	4				21989.2	20043.5				27128.4	16613.6				27944	17756.1				18664.9	26106.5				17856.6	19424.7				18197.7	12716.8				25794.1	12079.8				18604					26969.2	13179.3
Q14789	GOGB1_HUMAN	GOLGB1	Golgin subfamily B member 1	2	2																		4685.52										3125.67	2820.47																
Q14807	KIF22_HUMAN	KIF22	Kinesin-like protein KIF22	25	25	29132.9	78887.4		472532	343770	23101	42131.2		503355	351508		112313		371305	387656	11083.8	89077.6	22810	385456	399884	11370.2	86910.4		463880	371232		36796.2	11830.1	389417	356840	30167.4			535668	408105		56174.2		525966	366140	23103.1	56616.2		520342	332459
Q14814	MEF2D_HUMAN	MEF2D	Myocyte-specific enhancer factor 2D	5	4				18278.6	21942.6				34618.8	34191.2				22204.5	17986.9				34161	25951.3				37659.6	28243.1				23236.1	24003.7									22072.9					42984.4	18927.5
Q14839	CHD4_HUMAN	CHD4	Chromodomain-helicase-DNA-binding protein 4	43	32	62976.7	90352.5		1.25532e+06	1.00526e+06	86738.7	65953.3		1.27195e+06	968003		151142		979773	1.125e+06	72088.5	152839		1.0247e+06	1.12547e+06	82137.5	141046	19357.4	1.12786e+06	1.00513e+06	106487	106949	30766.6	870653	835886	65416.8	148809		1.37133e+06	1.03684e+06	115553	106338	38757.4	1.48328e+06	1.16436e+06	50898.8	116944		1.29923e+06	864644
Q14847	LASP1_HUMAN	LASP1	LIM and SH3 domain protein 1	1	1	14776.2		15064.9	13652.9	11886.8	14608	35205.4	35541.3	8342.87	6132.99		18639.7				6669.02			3305.83	6766.15		14558.9	8676.85					23808.7	8981.26	4560.68	23701.9		28083.7				13220	18114.8			11773.5	17164.2	16046.6		11738.1
Q14865	ARI5B_HUMAN	ARID5B	AT-rich interactive domain-containing protein 5B	13	13				16797.5	18505.2				17130.9	24452.5				12594.5	25065.3				15411.4	21822.5				16906.6	24374.8				14182.6	20580.4				16296.6	11324.5				20317.1	22110.6				17354.8	17636.3
Q14872	MTF1_HUMAN	MTF1	Metal regulatory transcription factor 1	1	1					18678.9					15372.6										7384.68					7498.88				3736.52	6256.03														13293.4	18773.6
Q14938	NFIX_HUMAN	NFIX	Nuclear factor 1 X-type	3	2				74616.6	49911.4				80645.6	65301.2				44373.7	29886.6				70213	81931.3				75899.2	59917.5				58483.1	60506.7				85347.6	59353.8				114145	71008.2				125712	97769.6
Q14966	ZN638_HUMAN	ZNF638	Zinc finger protein 638	22	22	29790.6	50864.1		73664.5	112311	40662.9	29047.8		158680	110777		59114		95837	122463		54801		109943	110818	33613.5	78672		166644	122279	17278.3	21925.5	16007.4	120887	102194	42027.5	49944.6		119618	102827		51250.6		141407	164766	34873.6	53078.7		103285	75393.2
Q14974	IMB1_HUMAN	KPNB1	Importin subunit beta-1	8	8	34349.9	41718.6	26905.8	39560.9	31043.5	28210.9	85730.3		29811.3	11008.3		33633.5		28149.2	31259.4	24649	26654	27604.1	16377.1	26433.4	31525.4	26193.9	30850.1	12962.7	16154.2	21098.9	27877.4	40741.9	33282.5	24534.6	35267.4	16116.5		28331.4	33158.4	25786.4	35720.2	30915.6	31979.8		25327.3	28112.2	34654.3	15991.3	29738.8
Q14978	NOLC1_HUMAN	NOLC1	Nucleolar and coiled-body phosphoprotein 1	1	1							14262.6			6101.69							23715.5	15221.8		11513.5		16140.9		19512.1	15436.8	22308.4	20341.7			16677.3		17167.9	21769.6	28517.6		16315.9	12877.5		29124.6		13528.9			17512.6	13595.2
Q14980	NUMA1_HUMAN	NUMA1	Nuclear mitotic apparatus protein 1	35	35	25662.6	40954.1		132123	195856		40380.6		138692	85631.5		44181.2		159937	167775		57019.5		167531	245793		50893.9		167934	130041		25730.8	16950.9	189443	204257				186354	274865				169767	233164				118442	104510
Q149N8	SHPRH_HUMAN	SHPRH	E3 ubiquitin-protein ligase SHPRH	3	3					2686.98				1470.61					2867.14					2693.68	1507.91				2154.38					1899.51	1734.89															1433.82
Q14C86	GAPD1_HUMAN	GAPVD1	GTPase-activating protein and VPS9 domain-containing protein 1	10	10	54320.5				61200.1	47376.5	75213.5	104726	43280	53194.2				38894.5	59018.8	43064.9		102165	35681.7	48747.9	34617.7	39630.4	110249	55118.5	55327.9	44921.9	43144.8	80652.4	37992.4	47119.4			69904.3	47926.3	55953.4		31934.6	72241.7	51768.8		48486.3		76915.8	53727.1	69959.7
Q14CB8	RHG19_HUMAN	ARHGAP19	Rho GTPase-activating protein 19	2	2					10632.2				9028.24					8168.55					5410.03					8246.81	8564.7				8479.59	7204.77															8161.6
Q15003	CND2_HUMAN	NCAPH	Condensin complex subunit 2	4	4	29868.5	31119.7	29322.2	64036	59833	57535.7	65757.3	68265.3	64877.8	49064	36527.7	44429.9		42859.2	44795	31569.2	34258.2	49988.6	49397.2	69319.9	15401.3	53792.3	60431.5	68903.7	70944	42067.3	28844.3	52607.3	46396	64545.2	63220.1		67396.3	60787.2	63158.7		26147.3	48845.4	55289.3	32847	34427.3	29532.2	51303.4	60806.5	50446.5
Q15004	PAF15_HUMAN	PCLAF	PCNA-associated factor	1	1				13276.6	13364.6	9532.47	12931.3	13549.3	17451.4	11143.7				14524	16307.1				10163.9	11755.5				7116.53	7412.13			11169.5	14087.2	12932.7	3519.43			17247.2	15918.8							13481.9	12961.9	23312.2	9194.37
Q15005	SPCS2_HUMAN	SPCS2	Signal peptidase complex subunit 2	1	1	383182	253487		566504	390684									551869	204404	102497				270408		156901			170768			577548	520150	397414															215966
Q15008	PSMD6_HUMAN	PSMD6	26S proteasome non-ATPase regulatory subunit 6	4	4				2783.17			23055.2		8739.43	9510.05						8103.96			7766.55		10519.5	10108.9		11383	7778.71	12374.5	21705	5401.91	8565.46	9599.63											6801.17				10266.2
Q15019	SEPT2_HUMAN	SEPTIN2	Septin-2	2	2							15392.3		2965.57							3956.87				4118.19						10258.9																			6291.83
Q15020	SART3_HUMAN	SART3	Spliceosome associated factor 3, U4/U6 recycling protein	7	7				36021.6	38170.2		24696.6		64798.2	56019.8				34369	39243.6	20731.3			51068	43911.7	22488	43340.9		63416.8	55684		32888.2		45711.6	42833.1				36406.2	32004.2				53309.7	39279.9				66999.6	49564
Q15021	CND1_HUMAN	NCAPD2	Condensin complex subunit 1	1	1																				2057.56				2057.76			3144.26																		
Q15029	U5S1_HUMAN	EFTUD2	116 kDa U5 small nuclear ribonucleoprotein component	5	5	9316.85			6287.86	7535.36		13225.8		5558.72					5621.58		15692.1		8106.57	5740.8	8877.7	17970.6	11708.3		4997.76	6395.62	21439.5	17251.2	15261.9	7819.99	5865.44	6811.24				7305.41						5714.46		6583.35	5916.04	7138.81
Q15031	SYLM_HUMAN	LARS2	Leucine--tRNA ligase, mitochondrial	4	4	7150.4	5936.22			9934.35			8984.53	12130.8	5536.5				14020.7	15116.3	11703.9		14934.9	12411.6	12392.1	7241.8	8347.81	14523	9332.29	12217		11739.9	15345.6	17216.2	9768.15			8900.74		22766	11729.1	4303.85	9888.14	14631.4	9140.03	7746.6		10756.2	10011.4	11326.2
Q15046	SYK_HUMAN	KARS1	Lysine--tRNA ligase	5	5	7013.48			6359.55	7005.18		19221.2		6122.15	5506.82	10667.9			7606.35		24870				5152.64	22735.8	5640.79			5344.77	28871.4	27123.2	9341.94	8628.2	6393.93											4182.74				7607.31
Q15050	RRS1_HUMAN	RRS1	Ribosome biogenesis regulatory protein homolog	1	1				11223.9			5408.93			5732.87		26705.2		4223.73	9515.69		16609.4	7902.22	3300.7	6379.56		11531.6		6594.81	3443.47		9834.31	8282.26	11118.5	8180.5					12829.9		12685.2								
Q15054	DPOD3_HUMAN	POLD3	DNA polymerase delta subunit 3	3	3				11915.5	10490.4				22048.6	15084				14045.7	18678.6				14824.4	10787.6				21440.8	15085.7				13473.5	10716.3				17569.5	20372.2				13440.3	29767.7					10587.3
Q15056	IF4H_HUMAN	EIF4H	Eukaryotic translation initiation factor 4H	1	1	12808.2		16334	22411.9	23720.8	10344.9	68531.6	30440.5	28676.2	34293.1				12226.6	28274.8	25617.6		7696.13	15642.8	24209.3	8176.58	9214.56		15319.8	30818	12129.7	17612.9	7454.51	19460.9	24753				26066.6	32178	27785.6			30658.1	47021.9	12942.3		20233.3	38471.9	34758.1
Q15061	WDR43_HUMAN	WDR43	WD repeat-containing protein 43	2	2	13604.7	12515.2		27970.8	9468.74	8036.42	7056.08		13170.5	11794.7	15166.6	17572.6		10028.9		11422.4			12073.8	15195.9	5549.15	12408.4			11180	7855.55	13489.4	11335.9	19165.1	13123									9354.81		10953.1		10713.2	12355.6	12522.8
Q15084	PDIA6_HUMAN	PDIA6	Protein disulfide-isomerase A6	10	10	8.02082e+06	7.23984e+06	6.49112e+06	8.46249e+06	8.14419e+06	4.80235e+06	5.46613e+06	1.15615e+07	6.34738e+06	3.34499e+06	8.99224e+06	9.20595e+06	4.74615e+06	7.28265e+06	8.72112e+06	2.07978e+06	7.98635e+06	4.44225e+06	3.71799e+06	6.60225e+06	1.70616e+06	4.47349e+06	4.67688e+06	4.27993e+06	3.61192e+06	1.94394e+06	1.92271e+06	5.76801e+06	6.71271e+06	6.58968e+06	7.92467e+06	7.31225e+06	8.45112e+06	8.2e+06	1.5348e+07	5.67675e+06	7.13868e+06	5.19181e+06	6.96832e+06	8.59519e+06	5.35006e+06	5.76809e+06	5.14826e+06	5.50632e+06	4.34586e+06
Q15102	PA1B3_HUMAN	PAFAH1B3	Platelet-activating factor acetylhydrolase IB subunit alpha1	1	1							8219.63														3638.89																								
Q15125	EBP_HUMAN	EBP	3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase	1	1				12302.7	13836.9	10717.7	18188.2			9345.96				7402.61		22274.1			10015.7	7632.65	20155.5	17819.9	18020.7	13731.4	9513.5	31509.9	26089.7	13157.2	12538	11659.9					13197.7						11845.2			9360.02	14377
Q15126	PMVK_HUMAN	PMVK	Phosphomevalonate kinase	2	2							11554		6376.92			7798.77				6564.46			2580.17			4703.2				3144.03	6201.99	8150.33	2281.77		3309.05				11163.8						4309.99				5613.81
Q15149	PLEC_HUMAN	PLEC	Plectin	15	14							24982.2									9091.69									5817.16															49549.3			11591.3		8057.21
Q15154	PCM1_HUMAN	PCM1	Pericentriolar material 1 protein	5	5				12484.1	26728.8				24311.7	19856.6				13639.2	23087.6			21375.1	21312	27065.5				17254.1	32307			18595.9	25873.5	27122.2														27774	26301.8
Q15181	IPYR_HUMAN	PPA1	Inorganic pyrophosphatase	8	8	626417	516032	477681	429256	393229	417411	360687	473482	248876	109883	489663	649026	187201	369488	420364	209807	470754	255000	161125	278733	179076	230210	223033	157254	99495.8	215452	202962	430054	329564	264024	416964	284651	407272	352293	477742	259751	427048	252549	275767	229294	228504	382341	394717	195168	217624
Q15185	TEBP_HUMAN	PTGES3	Prostaglandin E synthase 3	2	2	22764.4			16600.2						7473.77					22891.7	13925.1		12026.5	7262.44	37404.7	18665.7	12421.3	33058.5	10115.5	12347.4	22205.9	17951.6	9721.9	14914.7	12686.7	16364.7					28775.5		11415.4			11110.4	14597.4	16473.6		44403.7
Q15233	NONO_HUMAN	NONO	Non-POU domain-containing octamer-binding protein	8	8	209070	343396	156488	601397	855170	246208	176501	236860	796218	707437	327972	264962		468294	654196	400822	474971	1.06508e+06	905468	1.06059e+06	444393	1.3822e+06	1.04481e+06	1.11256e+06	1.16909e+06	533201	526228	758565	979801	1.01642e+06	255927	295508	138515	717807	663026	159387	319928	143142	469975	765005	471695	812417	154936	667888	869924
Q15257	PTPA_HUMAN	PTPA	Serine/threonine-protein phosphatase 2A activator	1	1							74447.5																																						
Q15269	PWP2_HUMAN	PWP2	Periodic tryptophan protein 2 homolog	4	4	8836.82			16096.5	11920.9	5931.99								5987	8234.86	19938.2			7968.08	10127.9	10749	8706.35	7605.03	7436.51	11212	20156.3	14339.5	6524.32	10978.4	13340.6					17266.5				12111.9				8712.46	8796.86	9650.65
Q15287	RNPS1_HUMAN	RNPS1	RNA-binding protein with serine-rich domain 1	4	4	15724.7	15985.6		25415.7	24040.9	11485.6	14202.2	25049.2	42262.6	40022.8	29704.6	23104.5		16408.5	22966.3	9497.15	34326	36898.8	38550.2	30545	11831.3	64891.3	50210.2	41219.7	40545.6	15002.2	20471.1	34097.4	40581.5	28805.2	27624.5		39613.4	26442	26549	21421.2	38613	43754.7	27565.9	25301.7	67259.9	61549.1	27368.8	36244.5	39424.6
Q15291	RBBP5_HUMAN	RBBP5	Retinoblastoma-binding protein 5	2	2									8973.58	8913.78				4393.51	6379.76				7424.44	4739.11		2977.53		10607.9	7313.36				13597.7																
Q15293	RCN1_HUMAN	RCN1	Reticulocalbin-1	2	2										55713.2										45275.3					64170.1																				45875.9
Q15363	TMED2_HUMAN	TMED2	Transmembrane emp24 domain-containing protein 2	1	1	12304.1															9844.04			4679.85		10141.2	4190.43					9882.5	4037.4													4873.54				
Q15365	PCBP1_HUMAN	PCBP1	Poly(rC)-binding protein 1	3	3	601696	843881	612236	901188	696931	666571	907720	1.40611e+06	615000	581982	1.03854e+06	1.02286e+06	252848	386502	668735	489520	745297	490792	342475	464927	301939	433634	710074	356830	458179	396045	401689	304303	477824	495728	866409	986314	1.1903e+06	583124	824147	912257	698282	384478	782810	845821	537010	437311	575771	740054	594503
Q15366	PCBP2_HUMAN	PCBP2	Poly(rC)-binding protein 2	7	5	678229	911175	703898	955347	863598	763931	809099	1.18318e+06	745673	650913	872153	934581		594410	799075	642828	770113	762111	539441	630311	431355	772792	837403	548616	650739	526408	551318	554615	684750	629194	916854	876070	1.03355e+06	764248	853842	940685	743626	604010	776824	634033	625298	815607	755834	776834	726787
Q15370	ELOB_HUMAN	ELOB	Elongin-B	1	1							368044									140553					61011.5					120632	119782	12413.1	18283.2																131804
Q15382	RHEB_HUMAN	RHEB	GTP-binding protein Rheb	4	4				143734	131506	24854.3	51364.9		173376	246859				114986	161399	28347.9		41391	149669	196271		53216.9	68404.7	183628	245037		31803.6	38289.3	150653	184366			40232.8	151897	103701	41238.5		53812.9	190276	97097	40041.6		51553.7	233189	222925
Q15386	UBE3C_HUMAN	UBE3C	Ubiquitin-protein ligase E3C	2	2																																												3612.57	2202.3
Q15392	DHC24_HUMAN	DHCR24	Delta(24)-sterol reductase	1	1					14904.8		60697.9		9708.66	7227.97				10462.6	24341.6	20437.5			20108.8	15209.6				14648.9	15712.4	37363.5	22302.3		33058.3	22333.3															19121.9
Q15393	SF3B3_HUMAN	SF3B3	Splicing factor 3B subunit 3	22	22	95853.2	105380	102403	354803	352444	105986	154090	111912	386161	477135		138871		292462	412582	114045	168313	120186	309016	361765	114770	191243	140576	451715	464792	135397	137765	118560	302184	354451	86888.7	146418		425478	384235	135492	146552	130243	442137	460082	101495	161209	146138	448314	416338
Q15417	CNN3_HUMAN	CNN3	Calponin-3	3	2		4316.82	4189.79	9063.41	15382.6	6002.61			14930.6	11535.3			6983.65	11086.7	12000.2	3718.17		4553.49	7621	10692.2	3794.2	4579.37		7153.14	11766.7			7793.28	8425.25	9347.1	4510.42		5514.35	5396.12	6368.53				5648.83		5456.68		5840.45	14180.2	10826.7
Q15424	SAFB1_HUMAN	SAFB	Scaffold attachment factor B1	6	6	96412.6	51264	23032.6	228633	196916	122053	39702.4		222995	188077		93543.7		142220	266468	88323	106500		180566	234749	62866.3	101715	17296.2	209219	266127	86317.4	85597.2	15798.3	184647	220188	135585	87784.4		302822	357554	140388	89821.8		286868	226839	70670	87815.2		185374	173937
Q15436	SC23A_HUMAN	SEC23A	Protein transport protein Sec23A	2	1			4757.05		5120.21	5544.61			5270.06	2605.54				4115.27		9855.07		10285.5	4322.65	5363.82	8266.14	7965.4		4513.08	4910.39		7288.23		8975.66	5094.95	7191.91										3971.6				7739.16
